,raw_time,raw_win_pct,clean_time,GB_win_pct
68,9:08 - 3rd) ,DAL 73.6%,2152,26.400000000000006
69,8:28 - 3rd) ,DAL 72.6%,2192,27.400000000000006
70,7:46 - 3rd) ,DAL 74.0%,2234,26.0
71,7:37 - 3rd) ,DAL 73.3%,2243,26.700000000000003
72,6:58 - 3rd) ,DAL 73.2%,2282,26.799999999999997
73,6:29 - 3rd) ,DAL 69.1%,2311,30.900000000000006
74,5:53 - 3rd) ,DAL 68.5%,2347,31.5
75,5:23 - 3rd) ,DAL 67.6%,2377,32.400000000000006
76,4:44 - 3rd) ,DAL 75.7%,2416,24.299999999999997
77,4:43 - 3rd) ,DAL 66.2%,2417,33.8
78,4:07 - 3rd) ,DAL 63.9%,2453,36.1
79,3:29 - 3rd) ,DAL 63.6%,2491,36.4
80,2:54 - 3rd) ,DAL 65.9%,2526,34.099999999999994
81,2:12 - 3rd) ,DAL 68.0%,2568,32.0
82,1:11 - 3rd) ,DAL 62.8%,2629,37.2
83,1:04 - 3rd) ,DAL 61.3%,2636,38.7
84,0:27 - 3rd) ,DAL 55.8%,2673,44.2
85,0:00 - 3rd) ,DAL 55.9%,2700,44.1
86,14:54 - 4th),DAL 54.1%,2706,45.9
87,14:12 - 4th),DAL 57.1%,2748,42.9
88,13:55 - 4th),DAL 56.9%,2765,43.1
89,13:18 - 4th),DAL 60.9%,2802,39.1
90,12:38 - 4th),DAL 59.4%,2842,40.6
91,11:58 - 4th),DAL 57.3%,2882,42.7
92,11:54 - 4th),DAL 53.4%,2886,46.6
93,11:39 - 4th),DAL 59.6%,2901,40.4
94,10:57 - 4th),DAL 62.2%,2943,37.8
95,10:46 - 4th),DAL 61.1%,2954,38.9
96,10:37 - 4th),DAL 59.1%,2963,40.9
97,9:56 - 4th) ,GB 71.0%,3004,71.0
98,9:49 - 4th) ,GB 66.4%,3011,66.4
99,9:13 - 4th) ,GB 68.4%,3047,68.4
100,8:37 - 4th) ,GB 67.6%,3083,67.6
101,7:57 - 4th) ,GB 65.0%,3123,65.0
102,7:15 - 4th) ,GB 65.4%,3165,65.4
103,6:37 - 4th) ,GB 70.5%,3203,70.5
104,6:24 - 4th) ,GB 64.2%,3216,64.2
105,6:18 - 4th) ,GB 62.6%,3222,62.6
106,5:35 - 4th) ,GB 61.6%,3265,61.6
107,4:56 - 4th) ,GB 56.5%,3304,56.5
108,4:20 - 4th) ,GB 57.2%,3340,57.2
109,3:39 - 4th) ,GB 63.7%,3381,63.7
110,3:32 - 4th) ,GB 60.8%,3388,60.8
111,2:58 - 4th) ,GB 52.2%,3422,52.2
112,2:16 - 4th) ,GB 51.7%,3464,51.7
113,2:00 - 4th) ,DAL 64.1%,3480,35.900000000000006
114,1:24 - 4th) ,DAL 61.2%,3516,38.8
115,1:13 - 4th) ,DAL 77.3%,3527,22.700000000000003
116,1:09 - 4th) ,DAL 78.0%,3531,22.0
117,0:47 - 4th) ,DAL 95.8%,3553,4.200000000000003
118,0:45 - 4th) ,DAL 64.8%,3555,35.2
119,0:35 - 4th) ,DAL 66.1%,3565,33.900000000000006
120,0:29 - 4th) ,DAL 52.3%,3571,47.7
121,0:21 - 4th) ,DAL 55.9%,3579,44.1
122,0:11 - 4th) ,GB 99.8%,3589,99.8
123,0:00 - 4th) ,GB 100%,3600,100.0
