,raw_time,raw_win_pct,clean_time,BUF_win_pct
66,1:17 - 2nd) ,BUF 55.1%,1723,55.1
67,0:53 - 2nd) ,BUF 54.5%,1747,54.5
68,0:44 - 2nd) ,BUF 56.3%,1756,56.3
69,0:35 - 2nd) ,BUF 51.2%,1765,51.2
70,0:25 - 2nd) ,CIN 51.9%,1775,48.1
71,0:17 - 2nd) ,BUF 51.3%,1783,51.3
72,0:09 - 2nd) ,BUF 50.7%,1791,50.7
73,15:00 - 3rd),CIN 50.8%,1800,49.2
74,14:56 - 3rd),CIN 55.8%,1804,44.2
75,14:18 - 3rd),CIN 65.1%,1842,34.900000000000006
76,13:43 - 3rd),CIN 55.5%,1877,44.5
77,13:33 - 3rd),CIN 54.7%,1887,45.3
78,13:00 - 3rd),CIN 54.4%,1920,45.6
79,12:17 - 3rd),BUF 58.5%,1963,58.5
80,12:11 - 3rd),BUF 57.8%,1969,57.8
81,11:38 - 3rd),BUF 52.2%,2002,52.2
82,10:59 - 3rd),CIN 58.7%,2041,41.3
83,10:31 - 3rd),CIN 52.8%,2069,47.2
84,10:18 - 3rd),CIN 52.1%,2082,47.9
85,9:36 - 3rd) ,CIN 53.3%,2124,46.7
86,9:31 - 3rd) ,CIN 52.5%,2129,47.5
87,8:58 - 3rd) ,CIN 59.2%,2162,40.8
88,8:19 - 3rd) ,CIN 56.9%,2201,43.1
89,7:36 - 3rd) ,CIN 54.9%,2244,45.1
90,7:30 - 3rd) ,CIN 62.4%,2250,37.6
91,6:49 - 3rd) ,BUF 53.2%,2291,53.2
92,6:34 - 3rd) ,BUF 55.2%,2306,55.2
93,6:07 - 3rd) ,BUF 54.3%,2333,54.3
94,5:34 - 3rd) ,BUF 52.5%,2366,52.5
95,4:59 - 3rd) ,BUF 53.2%,2401,53.2
96,4:20 - 3rd) ,BUF 58.3%,2440,58.3
97,3:44 - 3rd) ,BUF 63.7%,2476,63.7
98,3:37 - 3rd) ,BUF 62.9%,2483,62.9
99,3:19 - 3rd) ,BUF 58.7%,2501,58.7
100,2:42 - 3rd) ,BUF 57.4%,2538,57.4
101,1:54 - 3rd) ,BUF 57.5%,2586,57.5
102,1:35 - 3rd) ,BUF 61.1%,2605,61.1
103,1:29 - 3rd) ,BUF 57.6%,2611,57.6
104,1:19 - 3rd) ,BUF 57.7%,2621,57.7
105,0:42 - 3rd) ,BUF 59.9%,2658,59.9
106,0:36 - 3rd) ,CIN 63.5%,2664,36.5
107,0:00 - 3rd) ,CIN 63.7%,2700,36.3
108,14:54 - 4th),CIN 70.5%,2706,29.5
109,14:17 - 4th),CIN 72.6%,2743,27.400000000000006
110,14:02 - 4th),CIN 73.8%,2758,26.200000000000003
111,13:37 - 4th),CIN 71.4%,2783,28.599999999999994
112,13:00 - 4th),CIN 71.3%,2820,28.700000000000003
113,12:23 - 4th),CIN 76.1%,2857,23.900000000000006
114,11:54 - 4th),CIN 73.3%,2886,26.700000000000003
115,11:42 - 4th),CIN 68.2%,2898,31.799999999999997
116,10:58 - 4th),CIN 51.2%,2942,48.8
117,10:52 - 4th),BUF 51.2%,2948,51.2
118,10:37 - 4th),BUF 51.3%,2963,51.3
119,10:32 - 4th),CIN 61.7%,2968,38.3
120,9:50 - 4th) ,CIN 73.0%,3010,27.0
121,8:59 - 4th) ,CIN 65.8%,3061,34.2
122,8:53 - 4th) ,CIN 60.1%,3067,39.9
123,8:12 - 4th) ,CIN 62.6%,3108,37.4
124,7:24 - 4th) ,CIN 70.3%,3156,29.700000000000003
125,6:45 - 4th) ,CIN 67.6%,3195,32.400000000000006
126,6:03 - 4th) ,CIN 77.8%,3237,22.200000000000003
127,5:23 - 4th) ,CIN 79.2%,3277,20.799999999999997
128,4:37 - 4th) ,CIN 85.6%,3323,14.400000000000006
129,3:53 - 4th) ,CIN 83.5%,3367,16.5
130,3:47 - 4th) ,CIN 84.9%,3373,15.099999999999994
131,3:33 - 4th) ,CIN 88.3%,3387,11.700000000000003
132,3:00 - 4th) ,CIN 93.0%,3420,7.0
133,2:22 - 4th) ,CIN 95.2%,3458,4.799999999999997
134,2:14 - 4th) ,CIN 95.9%,3466,4.099999999999994
135,2:00 - 4th) ,CIN 99.9%,3480,0.09999999999999432
136,1:53 - 4th) ,CIN 97.1%,3487,2.9000000000000057
137,1:10 - 4th) ,CIN 97.9%,3530,2.0999999999999943
138,0:38 - 4th) ,CIN 98.3%,3562,1.7000000000000028
139,0:00 - 4th) ,CIN 100%,3600,0.0
