,raw_time,raw_win_pct,clean_time,ARI_win_pct
81,7:56 - 3rd) ,PHI 98.3%,2224,1.7000000000000028
82,7:28 - 3rd) ,PHI 98.2%,2252,1.7999999999999972
83,7:17 - 3rd) ,PHI 98.1%,2263,1.9000000000000057
84,7:12 - 3rd) ,PHI 97.3%,2268,2.700000000000003
85,6:33 - 3rd) ,PHI 97.3%,2307,2.700000000000003
86,6:16 - 3rd) ,PHI 99.5%,2324,0.5
87,5:48 - 3rd) ,PHI 99.6%,2352,0.4000000000000057
88,5:14 - 3rd) ,PHI 99.7%,2386,0.29999999999999716
89,4:35 - 3rd) ,PHI 99.8%,2425,0.20000000000000284
90,4:30 - 3rd) ,PHI 99.8%,2430,0.20000000000000284
91,4:24 - 3rd) ,PHI 99.9%,2436,0.09999999999999432
92,3:49 - 3rd) ,PHI 99.9%,2471,0.09999999999999432
93,3:02 - 3rd) ,PHI 99.8%,2518,0.20000000000000284
94,2:19 - 3rd) ,PHI 99.8%,2561,0.20000000000000284
95,1:40 - 3rd) ,PHI 99.9%,2600,0.09999999999999432
96,1:32 - 3rd) ,PHI 99.8%,2608,0.20000000000000284
97,0:54 - 3rd) ,PHI 99.9%,2646,0.09999999999999432
98,0:27 - 3rd) ,PHI 99.9%,2673,0.09999999999999432
99,0:22 - 3rd) ,PHI 99.8%,2678,0.20000000000000284
100,15:00 - 4th),PHI 99.9%,2700,0.09999999999999432
101,14:55 - 4th),PHI 99.8%,2705,0.20000000000000284
102,14:19 - 4th),PHI 99.9%,2741,0.09999999999999432
103,14:11 - 4th),PHI 99.9%,2749,0.09999999999999432
104,14:03 - 4th),PHI 99.8%,2757,0.20000000000000284
105,13:22 - 4th),PHI 99.9%,2798,0.09999999999999432
106,12:39 - 4th),PHI 99.8%,2841,0.20000000000000284
107,12:10 - 4th),PHI 99.9%,2870,0.09999999999999432
108,12:02 - 4th),PHI 99.9%,2878,0.09999999999999432
109,11:25 - 4th),PHI 99.9%,2915,0.09999999999999432
110,11:14 - 4th),PHI 99.9%,2926,0.09999999999999432
111,10:27 - 4th),PHI 99.9%,2973,0.09999999999999432
112,9:44 - 4th) ,PHI 99.9%,3016,0.09999999999999432
113,8:57 - 4th) ,PHI 99.9%,3063,0.09999999999999432
114,8:15 - 4th) ,PHI 99.9%,3105,0.09999999999999432
115,8:09 - 4th) ,PHI 99.9%,3111,0.09999999999999432
116,7:25 - 4th) ,PHI 99.9%,3155,0.09999999999999432
117,6:36 - 4th) ,PHI 99.9%,3204,0.09999999999999432
118,5:50 - 4th) ,PHI 99.9%,3250,0.09999999999999432
119,5:06 - 4th) ,PHI 99.9%,3294,0.09999999999999432
120,4:21 - 4th) ,PHI 99.9%,3339,0.09999999999999432
121,4:17 - 4th) ,PHI 99.9%,3343,0.09999999999999432
122,3:33 - 4th) ,PHI 99.9%,3387,0.09999999999999432
123,2:48 - 4th) ,PHI 99.9%,3432,0.09999999999999432
124,2:00 - 4th) ,PHI 99.9%,3480,0.09999999999999432
125,1:54 - 4th) ,PHI 99.9%,3486,0.09999999999999432
126,1:34 - 4th) ,PHI 99.9%,3506,0.09999999999999432
127,1:27 - 4th) ,PHI 99.9%,3513,0.09999999999999432
128,1:17 - 4th) ,PHI 99.9%,3523,0.09999999999999432
129,1:12 - 4th) ,PHI 99.9%,3528,0.09999999999999432
130,0:35 - 4th) ,PHI 99.9%,3565,0.09999999999999432
131,0:04 - 4th) ,PHI 99.9%,3596,0.09999999999999432
132,0:00 - 4th) ,PHI 100%,3600,0.0
