,raw_time,raw_win_pct,clean_time,NYG_win_pct
62,1:37 - 2nd) ,DAL 89.0%,1703,11.0
63,1:32 - 2nd) ,DAL 91.5%,1708,8.5
64,1:18 - 2nd) ,DAL 91.7%,1722,8.299999999999997
65,0:57 - 2nd) ,DAL 92.1%,1743,7.900000000000006
66,0:35 - 2nd) ,DAL 91.9%,1765,8.099999999999994
67,0:24 - 2nd) ,DAL 90.6%,1776,9.400000000000006
68,0:05 - 2nd) ,DAL 94.8%,1795,5.200000000000003
69,15:00 - 3rd),DAL 95.9%,1800,4.099999999999994
70,14:21 - 3rd),DAL 95.9%,1839,4.099999999999994
71,13:43 - 3rd),DAL 93.3%,1877,6.700000000000003
72,13:18 - 3rd),DAL 93.3%,1902,6.700000000000003
73,12:39 - 3rd),DAL 92.8%,1941,7.200000000000003
74,12:02 - 3rd),DAL 93.9%,1978,6.099999999999994
75,11:25 - 3rd),DAL 92.9%,2015,7.099999999999994
76,10:45 - 3rd),DAL 92.3%,2055,7.700000000000003
77,10:06 - 3rd),DAL 91.6%,2094,8.400000000000006
78,9:30 - 3rd) ,DAL 90.9%,2130,9.099999999999994
79,8:51 - 3rd) ,DAL 91.7%,2169,8.299999999999997
80,8:04 - 3rd) ,DAL 88.9%,2216,11.099999999999994
81,7:23 - 3rd) ,DAL 90.2%,2257,9.799999999999997
82,6:44 - 3rd) ,DAL 93.7%,2296,6.299999999999997
83,6:01 - 3rd) ,DAL 94.4%,2339,5.599999999999994
84,5:16 - 3rd) ,DAL 94.2%,2384,5.799999999999997
85,5:10 - 3rd) ,DAL 93.5%,2390,6.5
86,4:30 - 3rd) ,DAL 96.4%,2430,3.5999999999999943
87,3:46 - 3rd) ,DAL 95.3%,2474,4.700000000000003
88,3:07 - 3rd) ,DAL 95.5%,2513,4.5
89,2:29 - 3rd) ,DAL 94.6%,2551,5.400000000000006
90,1:46 - 3rd) ,DAL 95.2%,2594,4.799999999999997
91,1:38 - 3rd) ,DAL 95.9%,2602,4.099999999999994
92,1:31 - 3rd) ,DAL 94.5%,2609,5.5
93,0:50 - 3rd) ,DAL 95.8%,2650,4.200000000000003
94,15:00 - 4th),DAL 95.6%,2700,4.400000000000006
95,14:25 - 4th),DAL 94.2%,2735,5.799999999999997
96,13:44 - 4th),DAL 97.0%,2776,3.0
97,13:37 - 4th),DAL 94.8%,2783,5.200000000000003
98,12:58 - 4th),DAL 95.6%,2822,4.400000000000006
99,12:53 - 4th),DAL 96.5%,2827,3.5
100,12:47 - 4th),DAL 96.5%,2833,3.5
101,12:36 - 4th),DAL 96.2%,2844,3.799999999999997
102,11:54 - 4th),DAL 96.0%,2886,4.0
103,11:49 - 4th),DAL 96.1%,2891,3.9000000000000057
104,10:40 - 4th),DAL 97.3%,2960,2.700000000000003
105,10:05 - 4th),DAL 98.9%,2995,1.0999999999999943
106,9:19 - 4th) ,DAL 97.9%,3041,2.0999999999999943
107,8:53 - 4th) ,DAL 97.9%,3067,2.0999999999999943
108,8:39 - 4th) ,DAL 97.6%,3081,2.4000000000000057
109,8:34 - 4th) ,DAL 97.8%,3086,2.200000000000003
110,8:26 - 4th) ,DAL 95.9%,3094,4.099999999999994
111,7:54 - 4th) ,DAL 98.9%,3126,1.0999999999999943
112,7:48 - 4th) ,DAL 98.7%,3132,1.2999999999999972
113,7:10 - 4th) ,DAL 98.7%,3170,1.2999999999999972
114,6:11 - 4th) ,DAL 99.4%,3229,0.5999999999999943
115,5:26 - 4th) ,DAL 99.4%,3274,0.5999999999999943
116,4:45 - 4th) ,DAL 99.8%,3315,0.20000000000000284
117,4:04 - 4th) ,DAL 99.9%,3356,0.09999999999999432
118,3:20 - 4th) ,DAL 99.9%,3400,0.09999999999999432
119,2:35 - 4th) ,DAL 99.9%,3445,0.09999999999999432
120,2:27 - 4th) ,DAL 99.9%,3453,0.09999999999999432
121,2:19 - 4th) ,DAL 99.9%,3461,0.09999999999999432
122,2:00 - 4th) ,DAL 99.9%,3480,0.09999999999999432
123,1:55 - 4th) ,DAL 99.9%,3485,0.09999999999999432
124,1:48 - 4th) ,DAL 99.9%,3492,0.09999999999999432
125,1:42 - 4th) ,DAL 99.9%,3498,0.09999999999999432
126,1:21 - 4th) ,DAL 99.9%,3519,0.09999999999999432
127,1:02 - 4th) ,DAL 99.9%,3538,0.09999999999999432
128,0:43 - 4th) ,DAL 99.9%,3557,0.09999999999999432
129,0:38 - 4th) ,DAL 99.9%,3562,0.09999999999999432
130,0:25 - 4th) ,DAL 99.9%,3575,0.09999999999999432
131,0:04 - 4th) ,DAL 99.9%,3596,0.09999999999999432
132,0:00 - 4th) ,DAL 100%,3600,0.0
