,raw_time,raw_win_pct,clean_time,CIN_win_pct
92,1:05 - 3rd) ,DAL 71.0%,2635,29.0
93,0:26 - 3rd) ,DAL 76.5%,2674,23.5
94,0:00 - 3rd) ,DAL 74.6%,2700,25.400000000000006
95,14:49 - 4th),DAL 81.4%,2711,18.599999999999994
96,14:08 - 4th),DAL 79.2%,2752,20.799999999999997
97,13:31 - 4th),DAL 79.1%,2789,20.900000000000006
98,13:26 - 4th),DAL 75.6%,2794,24.400000000000006
99,12:50 - 4th),DAL 77.9%,2830,22.099999999999994
100,12:38 - 4th),DAL 80.6%,2842,19.400000000000006
101,12:27 - 4th),DAL 73.6%,2853,26.400000000000006
102,11:36 - 4th),DAL 76.6%,2904,23.400000000000006
103,10:56 - 4th),DAL 74.0%,2944,26.0
104,10:14 - 4th),DAL 75.1%,2986,24.900000000000006
105,9:36 - 4th) ,DAL 78.5%,3024,21.5
106,8:53 - 4th) ,DAL 74.9%,3067,25.099999999999994
107,8:11 - 4th) ,DAL 78.0%,3109,22.0
108,8:06 - 4th) ,DAL 80.4%,3114,19.599999999999994
109,7:34 - 4th) ,DAL 73.3%,3146,26.700000000000003
110,6:47 - 4th) ,DAL 72.9%,3193,27.099999999999994
111,6:08 - 4th) ,DAL 79.3%,3232,20.700000000000003
112,6:03 - 4th) ,DAL 71.8%,3237,28.200000000000003
113,5:23 - 4th) ,DAL 76.1%,3277,23.900000000000006
114,4:43 - 4th) ,DAL 68.0%,3317,32.0
115,4:37 - 4th) ,DAL 74.1%,3323,25.900000000000006
116,3:45 - 4th) ,DAL 61.5%,3375,38.5
117,3:07 - 4th) ,DAL 51.6%,3413,48.4
118,2:28 - 4th) ,DAL 53.9%,3452,46.1
119,2:24 - 4th) ,CIN 58.9%,3456,58.9
120,2:13 - 4th) ,DAL 51.4%,3467,48.6
121,2:00 - 4th) ,DAL 61.0%,3480,39.0
122,1:14 - 4th) ,DAL 73.3%,3526,26.700000000000003
123,0:57 - 4th) ,DAL 68.8%,3543,31.200000000000003
124,0:41 - 4th) ,DAL 76.5%,3559,23.5
125,0:31 - 4th) ,DAL 82.6%,3569,17.400000000000006
126,0:24 - 4th) ,DAL 79.8%,3576,20.200000000000003
127,0:04 - 4th) ,DAL 81.7%,3596,18.299999999999997
128,0:00 - 4th) ,DAL 100%,3600,0.0
