,raw_time,raw_win_pct,clean_time,NE_win_pct
107,5:06 - 4th) ,MIA 99.3%,3294,0.7000000000000028
108,4:55 - 4th) ,MIA 99.5%,3305,0.5
109,4:17 - 4th) ,MIA 99.1%,3343,0.9000000000000057
110,3:30 - 4th) ,MIA 99.6%,3390,0.4000000000000057
111,3:21 - 4th) ,MIA 99.9%,3399,0.09999999999999432
112,2:34 - 4th) ,MIA 99.8%,3446,0.20000000000000284
113,2:16 - 4th) ,MIA 99.9%,3464,0.09999999999999432
114,2:00 - 4th) ,MIA 99.9%,3480,0.09999999999999432
115,1:11 - 4th) ,MIA 99.9%,3529,0.09999999999999432
116,1:01 - 4th) ,MIA 99.9%,3539,0.09999999999999432
117,0:30 - 4th) ,MIA 99.9%,3570,0.09999999999999432
118,0:00 - 4th) ,MIA 100%,3600,0.0
