,raw_time,raw_win_pct,clean_time,ARI_win_pct
103,12:12 - 4th),ARI 58.1%,2868,58.1
104,11:22 - 4th),ARI 59.5%,2918,59.5
105,11:17 - 4th),ARI 83.9%,2923,83.9
106,11:08 - 4th),ARI 81.2%,2932,81.2
107,10:26 - 4th),ARI 92.9%,2974,92.9
108,10:22 - 4th),ARI 94.1%,2978,94.1
109,10:04 - 4th),ARI 94.9%,2996,94.9
110,10:00 - 4th),ARI 95.5%,3000,95.5
111,9:16 - 4th) ,ARI 96.4%,3044,96.4
112,9:13 - 4th) ,ARI 95.4%,3047,95.4
113,8:28 - 4th) ,ARI 96.0%,3092,96.0
114,7:37 - 4th) ,ARI 99.8%,3143,99.8
115,7:33 - 4th) ,ARI 99.6%,3147,99.6
116,7:14 - 4th) ,ARI 98.1%,3166,98.1
117,6:31 - 4th) ,ARI 98.5%,3209,98.5
118,6:07 - 4th) ,ARI 98.8%,3233,98.8
119,6:04 - 4th) ,ARI 98.1%,3236,98.1
120,5:38 - 4th) ,ARI 98.8%,3262,98.8
121,5:17 - 4th) ,ARI 98.4%,3283,98.4
122,4:47 - 4th) ,ARI 99.4%,3313,99.4
123,4:44 - 4th) ,ARI 98.7%,3316,98.7
124,3:58 - 4th) ,ARI 99.7%,3362,99.7
125,3:14 - 4th) ,ARI 99.2%,3406,99.2
126,3:09 - 4th) ,ARI 99.2%,3411,99.2
127,2:25 - 4th) ,ARI 99.9%,3455,99.9
128,2:00 - 4th) ,ARI 99.9%,3480,99.9
129,1:18 - 4th) ,ARI 99.9%,3522,99.9
130,0:35 - 4th) ,ARI 99.9%,3565,99.9
131,0:00 - 4th) ,ARI 100%,3600,100.0
